Fecha,temperatura (°F),punto_de_rocio (°F),humedad,Columna1,Velocidad del viento (mph),rafaga_viento (mph),presion
28-2-2012:10:00,86,72,62,NE,5,0,29.87 °in
28-2-2012:11:00,86,75,70,N,12,0,29.85 °in
28-2-2012:12:00,88,75,66,NNE,13,0,29.83 °in
28-2-2012:13:00,86,72,62,N,12,0,29.80 °in
28-2-2012:14:00,86,72,62,N,12,0,29.77 °in
28-2-2012:15:00,86,73,66,NNE,12,0,29.75 °in
28-2-2012:16:00,86,72,62,NE,12,0,29.75 °in
28-2-2012:17:00,86,72,62,NE,7,0,29.75 °in
28-2-2012:18:00,81,72,74,NNE,9,0,29.76 °in
28-2-2012:19:00,79,72,78,NE,5,0,29.77 °in
28-2-2012:20:00,79,73,83,NE,9,0,29.79 °in
28-2-2012:21:00,79,73,83,ENE,5,0,29.81 °in
28-2-2012:22:00,79,72,78,NE,5,0,29.81 °in
28-2-2012:23:00,77,72,83,E,5,0,29.84 °in
29-2-2012:00:00,77,72,83,NE,5,0,29.83 °in
29-2-2012:01:00,77,72,83,NE,5,0,29.81 °in
29-2-2012:02:00,77,72,83,CALM,0,0,29.80 °in
29-2-2012:03:00,77,72,83,CALM,0,0,29.80 °in
29-2-2012:04:00,75,72,89,CALM,0,0,29.80 °in
29-2-2012:05:00,75,70,83,CALM,0,0,29.81 °in
29-2-2012:06:00,73,70,88,CALM,0,0,29.83 °in
29-2-2012:07:00,75,72,89,CALM,0,0,29.86 °in
29-2-2012:08:00,79,70,74,CALM,0,0,29.88 °in
29-2-2012:09:00,81,70,70,CALM,0,0,29.90 °in
29-2-2012:10:00,82,72,70,WNW,5,0,29.90 °in
29-2-2012:11:00,86,72,62,N,9,0,29.90 °in
29-2-2012:12:00,86,72,62,N,9,0,29.86 °in
29-2-2012:13:00,84,73,70,N,18,0,29.83 °in
29-2-2012:14:00,86,73,66,N,16,0,29.80 °in
29-2-2012:15:00,86,73,66,NNE,25,0,29.78 °in
29-2-2012:16:00,84,73,70,NNE,12,0,29.77 °in
29-2-2012:17:00,82,72,70,NE,12,0,29.80 °in
29-2-2012:18:00,81,72,74,NE,14,0,29.78 °in
29-2-2012:19:00,79,73,83,N,10,0,29.78 °in
29-2-2012:20:00,79,73,83,NE,10,0,29.79 °in
29-2-2012:21:00,77,73,89,NNE,13,0,29.80 °in
29-2-2012:22:00,77,73,89,NNE,9,0,29.81 °in
29-2-2012:23:00,77,73,89,ENE,7,0,29.81 °in
1-3-2012:00:00,77,72,83,NE,3,0,29.80 °in
1-3-2012:02:00,75,72,89,VAR,2,0,29.77 °in
1-3-2012:03:00,75,72,89,CALM,0,0,29.76 °in
1-3-2012:04:00,73,72,94,CALM,0,0,29.78 °in
1-3-2012:05:00,73,72,94,CALM,0,0,29.78 °in
1-3-2012:06:00,73,72,94,ESE,3,0,29.78 °in
1-3-2012:07:00,73,72,94,CALM,0,0,29.82 °in
1-3-2012:08:00,77,72,83,CALM,0,0,29.84 °in
1-3-2012:09:00,81,72,74,CALM,0,0,29.86 °in
1-3-2012:10:00,84,73,70,E,5,0,29.87 °in
1-3-2012:11:00,84,73,70,NNE,12,0,29.85 °in
1-3-2012:12:00,84,73,70,N,21,0,29.84 °in
1-3-2012:13:00,84,73,70,N,14,0,29.81 °in
1-3-2012:14:00,84,73,70,N,16,0,29.78 °in
1-3-2012:15:00,86,72,62,NNE,12,0,29.76 °in
1-3-2012:16:00,84,73,70,NE,10,0,29.75 °in
1-3-2012:17:00,82,72,70,NE,12,0,29.74 °in
1-3-2012:18:00,81,75,84,NNE,7,0,29.74 °in
1-3-2012:19:00,79,73,83,NE,12,0,29.75 °in
1-3-2012:20:00,77,73,89,NNE,10,0,29.77 °in
1-3-2012:21:00,77,73,89,N,13,0,29.78 °in
1-3-2012:22:00,77,73,89,NE,7,0,29.78 °in
1-3-2012:23:00,77,73,89,ENE,5,0,29.78 °in
2-3-2012:00:00,77,72,83,ENE,5,0,29.78 °in
2-3-2012:01:00,77,72,83,ESE,3,0,29.76 °in
2-3-2012:02:00,77,72,83,VAR,2,0,29.75 °in
2-3-2012:03:00,75,72,89,CALM,0,0,29.74 °in
2-3-2012:04:00,75,72,89,VAR,2,0,29.75 °in
2-3-2012:05:00,75,72,89,ESE,3,0,29.75 °in
2-3-2012:06:00,75,72,89,CALM,0,0,29.74 °in
2-3-2012:07:00,75,72,89,CALM,0,0,29.77 °in
2-3-2012:08:00,81,73,79,CALM,0,0,29.80 °in
2-3-2012:09:00,84,73,70,CALM,0,0,29.82 °in
2-3-2012:10:00,86,73,66,CALM,0,0,29.82 °in
2-3-2012:11:00,86,75,70,N,7,0,29.81 °in
2-3-2012:12:00,86,75,70,NNE,21,0,29.79 °in
2-3-2012:13:00,84,75,74,N,20,0,29.75 °in
2-3-2012:14:00,84,75,74,N,18,0,29.73 °in
2-3-2012:15:00,84,75,74,NE,6,0,29.72 °in
2-3-2012:16:00,86,73,66,NNE,15,0,29.70 °in
2-3-2012:17:00,84,73,70,NNE,14,0,29.68 °in
2-3-2012:18:00,82,75,79,NE,6,0,29.69 °in
2-3-2012:19:00,81,36,20,NNE,8,0,29.71 °in
2-3-2012:20:00,81,73,79,NE,3,0,29.73 °in
2-3-2012:21:00,79,75,89,VAR,2,0,29.74 °in
2-3-2012:22:00,79,75,89,NE,5,0,29.75 °in
2-3-2012:23:00,79,75,89,VAR,2,0,29.86 °in
3-3-2012:00:00,79,73,83,VAR,2,0,29.77 °in
3-3-2012:01:00,79,73,83,CALM,0,0,29.73 °in
3-3-2012:02:00,79,75,89,CALM,0,0,29.71 °in
3-3-2012:03:00,79,75,89,CALM,0,0,29.70 °in
3-3-2012:04:00,79,73,83,CALM,0,0,29.70 °in
3-3-2012:05:00,79,73,83,CALM,0,0,29.71 °in
3-3-2012:06:00,77,75,94,CALM,0,0,29.73 °in
3-3-2012:07:00,77,75,94,CALM,0,0,29.72 °in
3-3-2012:08:00,81,75,84,CALM,0,0,29.75 °in
3-3-2012:09:00,82,75,79,E,3,0,29.77 °in
3-3-2012:10:00,84,75,74,N,6,0,29.78 °in
3-3-2012:11:00,86,75,70,NW,10,0,29.79 °in
3-3-2012:12:00,86,77,74,NW,12,0,29.77 °in
3-3-2012:13:00,86,75,70,N,13,0,29.75 °in
3-3-2012:14:00,88,75,66,N,15,0,29.72 °in
3-3-2012:15:00,86,75,70,NNE,17,0,29.70 °in
3-3-2012:16:00,84,75,74,NNE,16,0,29.68 °in
3-3-2012:17:00,84,75,74,N,14,0,29.68 °in
3-3-2012:18:00,84,75,74,NNE,7,0,29.68 °in
3-3-2012:19:00,81,75,84,NNE,6,0,29.68 °in
3-3-2012:20:00,81,75,84,NNE,6,0,29.69 °in
3-3-2012:21:00,81,75,84,NNE,6,0,29.72 °in
3-3-2012:22:00,79,75,89,NNE,3,0,29.75 °in
3-3-2012:23:00,79,75,89,NNE,7,0,29.76 °in
4-3-2012:00:00,79,75,89,CALM,0,0,29.76 °in
4-3-2012:01:00,79,75,89,NNW,7,0,29.74 °in
4-3-2012:02:00,79,73,83,ENE,3,0,29.72 °in
4-3-2012:03:00,79,73,83,VAR,2,0,29.72 °in
4-3-2012:04:00,79,75,89,CALM,0,0,29.71 °in
4-3-2012:05:00,79,75,89,CALM,0,0,29.71 °in
4-3-2012:06:00,77,75,94,CALM,0,0,29.72 °in
4-3-2012:07:00,79,77,94,CALM,0,0,29.75 °in
4-3-2012:08:00,81,77,89,SE,6,0,29.78 °in
4-3-2012:09:00,84,77,79,SW,5,0,29.80 °in
4-3-2012:10:00,88,77,70,SSW,8,0,29.81 °in
4-3-2012:11:00,88,77,70,SSW,7,0,29.80 °in
4-3-2012:12:00,88,79,75,NW,10,0,29.80 °in
4-3-2012:13:00,88,79,75,WNW,6,0,29.79 °in
4-3-2012:14:00,88,79,75,WNW,8,0,29.77 °in
4-3-2012:15:00,88,79,75,N,7,0,29.75 °in
4-3-2012:16:00,86,77,74,N,8,0,29.74 °in
4-3-2012:17:00,84,77,79,N,7,0,29.74 °in
4-3-2012:18:00,82,77,84,NNE,6,0,29.75 °in
4-3-2012:19:00,81,75,84,NNE,3,0,29.76 °in
4-3-2012:20:00,81,75,84,NNE,9,0,29.77 °in
4-3-2012:21:00,79,75,89,VAR,2,0,29.79 °in
4-3-2012:22:00,79,75,89,NNE,12,0,29.81 °in
4-3-2012:23:00,79,75,89,NE,3,0,29.81 °in
5-3-2012:00:00,79,75,89,NE,9,0,29.80 °in
5-3-2012:01:00,79,75,89,NE,8,0,29.79 °in
5-3-2012:02:00,79,75,89,E,9,0,29.77 °in
5-3-2012:03:00,79,75,89,VAR,2,0,29.75 °in
5-3-2012:04:00,77,73,89,NE,8,0,29.78 °in
5-3-2012:05:00,77,73,89,ENE,5,0,29.76 °in
5-3-2012:06:00,77,75,94,E,7,0,29.78 °in
5-3-2012:07:00,77,73,89,VAR,2,0,29.80 °in
5-3-2012:08:00,82,75,79,E,5,0,29.83 °in
5-3-2012:09:00,84,75,74,E,5,0,29.86 °in
5-3-2012:10:00,86,75,70,E,5,0,29.86 °in
5-3-2012:11:00,84,75,74,N,8,0,29.86 °in
5-3-2012:12:00,86,75,70,N,9,0,29.83 °in
5-3-2012:13:00,86,77,74,NNE,15,0,29.78 °in
5-3-2012:14:00,86,77,74,NNE,12,0,29.76 °in
5-3-2012:15:00,86,77,74,NNE,12,0,29.76 °in
5-3-2012:16:00,84,75,74,NE,6,0,29.74 °in
5-3-2012:17:00,82,75,79,ENE,7,0,29.73 °in
5-3-2012:18:00,81,75,84,NE,8,0,29.73 °in
5-3-2012:19:00,81,75,84,NE,7,0,29.75 °in
5-3-2012:20:00,79,75,89,NE,5,0,29.76 °in
5-3-2012:21:00,79,75,89,NNE,5,0,29.77 °in
5-3-2012:22:00,79,75,89,NE,5,0,29.78 °in
5-3-2012:23:00,79,73,83,NNE,5,0,29.80 °in
6-3-2012:00:00,79,73,83,E,5,0,29.79 °in
6-3-2012:01:00,79,73,83,NNE,5,0,29.78 °in
6-3-2012:02:00,79,73,83,CALM,0,0,29.76 °in
6-3-2012:03:00,79,73,83,E,5,0,29.74 °in
6-3-2012:04:00,79,73,83,CALM,0,0,29.73 °in
6-3-2012:05:00,79,73,83,CALM,0,0,29.74 °in
6-3-2012:06:00,79,72,78,ENE,5,0,29.76 °in
6-3-2012:07:00,79,72,78,NE,5,0,29.79 °in
6-3-2012:08:00,81,72,74,NE,3,0,29.81 °in
6-3-2012:09:00,84,73,70,VAR,2,0,29.83 °in
6-3-2012:10:00,84,73,70,VAR,2,0,29.83 °in
6-3-2012:11:00,88,73,62,NE,9,0,29.82 °in
6-3-2012:12:00,86,75,70,N,12,0,29.81 °in
6-3-2012:13:00,86,75,70,NNE,15,0,29.78 °in
6-3-2012:14:00,86,73,66,NNE,21,0,29.80 °in
6-3-2012:15:00,88,73,62,NNE,17,0,29.75 °in
6-3-2012:16:00,88,75,66,NNE,15,0,29.73 °in
6-3-2012:17:00,84,73,70,NE,9,0,29.73 °in
6-3-2012:18:00,82,73,74,NNE,8,0,29.73 °in
6-3-2012:19:00,81,73,79,NE,14,0,29.72 °in
6-3-2012:20:00,79,73,83,E,14,0,29.72 °in
6-3-2012:21:00,79,73,83,E,7,0,29.75 °in
6-3-2012:22:00,79,75,89,NNE,5,0,29.75 °in
6-3-2012:23:00,79,73,83,VAR,2,0,29.77 °in
7-3-2012:00:00,79,73,83,NE,5,0,29.77 °in
7-3-2012:01:00,79,73,83,ENE,9,0,29.75 °in
7-3-2012:02:00,79,73,83,CALM,0,0,29.72 °in
7-3-2012:03:00,77,73,89,NE,3,0,29.72 °in
7-3-2012:04:00,79,73,83,ENE,3,0,29.71 °in
7-3-2012:05:00,77,73,89,CALM,0,0,29.71 °in
7-3-2012:06:00,77,70,78,VAR,2,0,29.77 °in
7-3-2012:07:00,77,70,78,VAR,2,0,29.77 °in
7-3-2012:08:00,79,72,78,CALM,0,0,29.79 °in
7-3-2012:09:00,84,72,66,N,6,0,29.81 °in
7-3-2012:10:00,86,73,66,NNE,12,0,29.80 °in
7-3-2012:11:00,86,73,66,NNE,14,0,29.78 °in
7-3-2012:12:00,86,75,70,N,13,0,29.78 °in
7-3-2012:13:00,86,73,66,N,12,0,29.72 °in
7-3-2012:14:00,88,73,62,NNE,23,0,29.70 °in
7-3-2012:15:00,86,73,66,N,14,0,29.69 °in
7-3-2012:16:00,88,73,62,N,25,0,29.68 °in
7-3-2012:17:00,86,72,62,NNE,9,0,29.67 °in
7-3-2012:18:00,82,72,70,NNE,9,0,29.66 °in
7-3-2012:19:00,81,72,74,NNE,7,0,29.69 °in
7-3-2012:20:00,79,72,78,NNE,5,0,29.70 °in
7-3-2012:21:00,79,72,78,NE,5,0,29.72 °in
7-3-2012:22:00,79,72,78,E,7,0,29.73 °in
7-3-2012:23:00,79,72,78,NE,5,0,29.72 °in
8-3-2012:00:00,79,72,78,E,10,0,29.74 °in
8-3-2012:01:00,79,72,78,ENE,5,0,29.73 °in
8-3-2012:02:00,77,72,83,NE,5,0,29.71 °in
8-3-2012:03:00,77,70,78,ENE,3,0,29.70 °in
8-3-2012:04:00,77,70,78,ENE,5,0,29.72 °in
8-3-2012:05:00,77,70,78,VAR,2,0,29.72 °in
8-3-2012:06:00,75,70,83,NNE,5,0,29.73 °in
8-3-2012:07:00,77,70,78,CALM,0,0,29.75 °in
8-3-2012:08:00,81,70,70,CALM,0,0,29.77 °in
8-3-2012:09:00,84,72,66,CALM,0,0,29.78 °in
8-3-2012:10:00,86,72,62,CALM,0,0,29.79 °in
8-3-2012:11:00,86,73,66,NNE,5,0,29.79 °in
8-3-2012:12:00,86,73,66,N,7,0,29.76 °in
8-3-2012:13:00,86,73,66,N,15,0,29.74 °in
8-3-2012:14:00,86,73,66,NNE,14,0,29.69 °in
8-3-2012:15:00,86,73,66,NNE,16,0,29.68 °in
8-3-2012:16:00,86,72,62,NNE,9,0,29.68 °in
8-3-2012:17:00,82,72,70,NE,7,0,29.69 °in
8-3-2012:18:00,82,72,70,NE,7,0,29.70 °in
8-3-2012:19:00,81,72,74,ENE,8,0,29.70 °in
8-3-2012:20:00,81,72,74,NE,10,0,29.71 °in
8-3-2012:21:00,79,72,78,N,5,0,29.73 °in
8-3-2012:22:00,79,72,78,N,3,0,29.75 °in
8-3-2012:23:00,79,72,78,VAR,2,0,29.76 °in
9-3-2012:00:00,79,72,78,E,10,0,29.74 °in
9-3-2012:01:00,79,72,78,ENE,5,0,29.73 °in
9-3-2012:05:00,77,70,78,VAR,2,0,29.72 °in
9-3-2012:07:00,77,70,78,CALM,0,0,29.75 °in
9-3-2012:08:00,81,70,70,CALM,0,0,29.77 °in
9-3-2012:09:00,84,72,66,CALM,0,0,29.78 °in
9-3-2012:10:00,86,72,62,CALM,0,0,29.79 °in
9-3-2012:00:00,77,72,83,CALM,0,0,29.76 °in
9-3-2012:01:00,77,72,83,N,3,0,29.75 °in
9-3-2012:02:00,77,72,83,CALM,0,0,29.74 °in
9-3-2012:03:00,77,72,83,VAR,2,0,29.71 °in
9-3-2012:04:00,77,72,83,VAR,2,0,29.71 °in
9-3-2012:05:00,75,72,89,VAR,2,0,29.72 °in
9-3-2012:06:00,75,72,89,CALM,0,0,29.76 °in
9-3-2012:07:00,75,73,94,CALM,0,0,29.75 °in
9-3-2012:08:00,79,72,78,VAR,2,0,29.78 °in
9-3-2012:09:00,82,72,70,VAR,2,0,29.80 °in
9-3-2012:10:00,84,73,70,NW,5,0,29.80 °in
9-3-2012:11:00,86,77,74,N,8,0,29.80 °in
9-3-2012:12:00,86,73,66,N,9,0,29.78 °in
9-3-2012:13:00,86,75,70,N,17,0,29.76 °in
9-3-2012:14:00,86,75,70,NNE,22,0,29.73 °in
9-3-2012:15:00,90,75,62,NE,18,0,29.71 °in
9-3-2012:16:00,86,73,66,NE,5,0,29.71 °in
9-3-2012:17:00,84,73,70,NE,10,0,29.71 °in
9-3-2012:18:00,81,73,79,ENE,12,0,29.73 °in
9-3-2012:19:00,81,73,79,ENE,12,0,29.73 °in
9-3-2012:20:00,79,73,83,NE,9,0,29.75 °in
9-3-2012:21:00,79,73,83,NE,6,0,29.78 °in
9-3-2012:22:00,79,73,83,NE,5,0,29.79 °in
9-3-2012:23:00,79,73,83,NE,5,0,29.80 °in
10-3-2012:00:00,79,73,83,NE,5,0,29.79 °in
10-3-2012:01:00,77,73,89,NE,5,0,29.79 °in
10-3-2012:02:00,77,73,89,NE,6,0,29.76 °in
10-3-2012:03:00,77,72,83,CALM,0,0,29.74 °in
10-3-2012:04:00,77,73,89,CALM,0,0,29.74 °in
10-3-2012:05:00,75,72,89,CALM,0,0,29.76 °in
10-3-2012:06:00,75,72,89,CALM,0,0,29.78 °in
10-3-2012:07:00,73,73,100,VAR,2,0,29.79 °in
10-3-2012:08:00,79,73,83,VAR,2,0,29.80 °in
10-3-2012:09:00,82,75,79,ENE,3,0,29.84 °in
10-3-2012:10:00,82,73,74,VAR,2,0,29.84 °in
10-3-2012:11:00,84,75,74,N,12,0,29.82 °in
10-3-2012:12:00,84,75,74,N,13,0,29.81 °in
10-3-2012:13:00,86,75,70,NNE,16,0,29.82 °in
10-3-2012:14:00,88,75,66,NNE,18,0,29.78 °in
10-3-2012:15:00,88,75,66,N,20,0,29.76 °in
10-3-2012:16:00,84,75,74,NNE,14,0,29.76 °in
10-3-2012:17:00,82,75,79,NNE,12,0,29.75 °in
10-3-2012:18:00,81,73,79,NE,9,0,29.76 °in
10-3-2012:19:00,79,73,83,ENE,6,0,29.78 °in
10-3-2012:20:00,79,75,89,NE,7,0,29.79 °in
10-3-2012:21:00,79,73,83,NE,6,0,29.83 °in
10-3-2012:22:00,79,73,83,NE,5,0,29.83 °in
10-3-2012:23:00,79,73,83,CALM,0,0,29.83 °in
11-3-2012:00:00,79,73,83,VAR,2,0,29.82 °in
11-3-2012:01:00,77,73,89,VAR,2,0,29.80 °in
11-3-2012:02:00,77,73,89,VAR,2,0,29.78 °in
11-3-2012:03:00,77,73,89,CALM,0,0,29.77 °in
11-3-2012:04:00,77,73,89,CALM,0,0,29.77 °in
11-3-2012:05:00,77,73,89,N,0,0,29.80 °in
11-3-2012:06:00,75,75,100,VAR,2,0,29.81 °in
11-3-2012:07:00,77,73,89,VAR,2,0,29.84 °in
11-3-2012:08:00,81,73,79,E,3,0,29.85 °in
11-3-2012:09:00,82,73,74,VAR,2,0,29.87 °in
11-3-2012:10:00,86,75,70,NNW,8,0,29.87 °in
11-3-2012:11:00,86,77,74,N,9,0,29.86 °in
11-3-2012:12:00,86,73,66,N,18,0,29.84 °in
11-3-2012:13:00,86,75,70,N,12,0,29.80 °in
11-3-2012:14:00,84,75,74,N,14,0,29.77 °in
11-3-2012:15:00,84,75,74,NNE,16,0,29.75 °in
11-3-2012:16:00,86,73,66,NE,12,0,29.74 °in
11-3-2012:17:00,84,75,74,NE,7,0,29.74 °in
11-3-2012:18:00,81,75,84,NE,7,0,29.73 °in
11-3-2012:19:00,79,73,83,NE,7,0,29.75 °in
11-3-2012:20:00,79,75,89,NE,9,0,29.77 °in
11-3-2012:20:22,79,73,83,ENE,14,0,29.78 °in
11-3-2012:21:00,79,73,83,NE,7,0,29.79 °in
11-3-2012:21:25,79,73,83,E,17,0,29.80 °in
11-3-2012:22:00,79,73,83,NE,9,0,29.81 °in
11-3-2012:23:00,79,73,83,CALM,0,0,29.81 °in
12-3-2012:00:00,79,73,83,ENE,5,0,29.79 °in
12-3-2012:01:00,77,73,89,NE,5,0,29.77 °in
12-3-2012:02:00,77,73,89,CALM,0,0,29.76 °in
12-3-2012:03:00,77,73,89,CALM,0,0,29.76 °in
12-3-2012:04:00,77,72,83,CALM,0,0,29.74 °in
12-3-2012:05:00,77,72,83,CALM,0,0,29.75 °in
12-3-2012:06:00,77,72,83,CALM,0,0,29.75 °in
12-3-2012:07:00,77,72,83,CALM,0,0,29.78 °in
12-3-2012:08:00,81,73,79,ENE,3,0,29.79 °in
12-3-2012:09:00,84,75,74,CALM,0,0,29.81 °in
12-3-2012:10:00,88,73,62,CALM,0,0,29.80 °in
12-3-2012:11:00,86,75,70,NNE,13,0,29.80 °in
12-3-2012:12:00,86,75,70,N,13,0,29.78 °in
12-3-2012:13:00,86,75,70,NNE,23,0,29.77 °in
12-3-2012:14:00,84,75,74,NNE,22,0,29.75 °in
12-3-2012:15:00,84,75,74,NE,13,0,29.72 °in
12-3-2012:16:00,84,75,74,NNE,13,0,29.72 °in
12-3-2012:17:00,82,73,74,NE,18,0,29.71 °in
12-3-2012:18:00,81,73,79,NE,12,0,29.72 °in
12-3-2012:19:00,79,73,83,NE,8,0,29.70 °in
12-3-2012:20:00,79,73,83,NNE,9,0,29.72 °in
12-3-2012:21:00,79,73,83,ENE,7,0,29.73 °in
12-3-2012:22:00,79,73,83,NE,6,0,29.72 °in
12-3-2012:23:00,77,73,89,NE,7,0,29.75 °in
13-3-2012:00:00,77,73,89,NNE,3,0,29.75 °in
13-3-2012:01:00,77,73,89,CALM,0,0,29.75 °in
13-3-2012:02:00,77,72,83,CALM,0,0,29.73 °in
13-3-2012:03:00,77,72,83,CALM,0,0,29.72 °in
13-3-2012:04:00,77,72,83,CALM,0,0,29.73 °in
13-3-2012:05:00,77,72,83,CALM,0,0,29.73 °in
13-3-2012:06:00,77,73,89,VAR,2,0,29.74 °in
13-3-2012:07:00,77,72,83,VAR,2,0,29.77 °in
13-3-2012:08:00,82,73,74,VAR,2,0,29.79 °in
13-3-2012:09:00,84,73,70,CALM,0,0,29.82 °in
13-3-2012:10:00,84,75,74,NW,6,0,29.85 °in
13-3-2012:11:00,84,75,74,NW,7,0,29.83 °in
13-3-2012:12:00,84,75,74,NW,12,0,29.82 °in
13-3-2012:13:00,88,75,66,NNE,9,0,29.79 °in
13-3-2012:14:00,88,75,66,NNE,12,0,29.77 °in
13-3-2012:15:00,86,75,70,NNW,12,0,29.73 °in
13-3-2012:16:00,84,75,74,N,9,0,29.72 °in
13-3-2012:17:00,82,75,79,NNE,14,0,29.71 °in
13-3-2012:18:00,81,73,79,NE,14,0,29.72 °in
13-3-2012:19:00,79,73,83,ENE,12,0,29.73 °in
13-3-2012:20:00,79,73,83,NE,8,0,29.75 °in
13-3-2012:21:00,79,73,83,NNE,8,0,29.77 °in
13-3-2012:22:00,79,73,83,NE,10,0,29.78 °in
13-3-2012:23:00,77,73,89,ENE,9,0,29.79 °in
14-3-2012:00:00,77,73,89,NNE,7,0,29.77 °in
14-3-2012:01:00,77,73,89,NE,7,0,29.77 °in
14-3-2012:02:00,77,73,89,NNE,5,0,29.76 °in
14-3-2012:03:00,77,73,89,NE,6,0,29.75 °in
14-3-2012:04:00,77,73,89,CALM,0,0,29.72 °in
14-3-2012:05:00,75,72,89,VAR,2,0,29.73 °in
14-3-2012:06:00,75,72,89,CALM,0,0,29.74 °in
14-3-2012:07:00,75,72,89,CALM,0,0,29.77 °in
14-3-2012:08:00,82,72,70,E,5,0,29.80 °in
14-3-2012:09:00,82,73,74,ENE,5,0,29.81 °in
14-3-2012:10:00,84,75,74,NNW,12,0,29.81 °in
14-3-2012:11:00,86,73,66,NNW,7,0,29.80 °in
14-3-2012:12:00,86,75,70,NNE,12,0,29.79 °in
14-3-2012:13:00,84,75,74,NNE,16,0,29.78 °in
14-3-2012:14:00,88,75,66,N,10,0,29.75 °in
14-3-2012:15:00,86,77,74,N,9,0,29.72 °in
14-3-2012:16:00,84,75,74,N,6,0,29.72 °in
14-3-2012:17:00,84,73,70,NE,9,0,29.72 °in
14-3-2012:18:00,81,73,79,ENE,10,0,29.72 °in
14-3-2012:19:00,79,73,83,NNE,12,0,29.74 °in
14-3-2012:20:00,79,73,83,NE,9,0,29.76 °in
14-3-2012:21:00,79,73,83,ENE,8,0,29.79 °in
14-3-2012:22:00,79,73,83,NE,8,0,29.81 °in
14-3-2012:23:00,77,73,89,N,6,0,29.78 °in
15-3-2012:00:00,77,73,89,NNE,7,0,29.77 °in
15-3-2012:01:00,77,73,89,N,3,0,29.76 °in
15-3-2012:02:00,75,73,94,VAR,2,0,29.73 °in
15-3-2012:03:00,75,73,94,CALM,0,0,29.73 °in
15-3-2012:04:00,75,73,94,VAR,2,0,29.73 °in
15-3-2012:05:00,75,73,94,CALM,0,0,29.74 °in
15-3-2012:06:00,75,72,89,CALM,0,0,29.78 °in
15-3-2012:07:00,75,73,94,ESE,3,0,29.78 °in
15-3-2012:08:00,81,73,79,E,3,0,29.80 °in
15-3-2012:09:00,84,73,70,CALM,0,0,29.83 °in
15-3-2012:10:00,82,75,79,VAR,2,0,29.83 °in
15-3-2012:11:00,86,75,70,N,9,0,29.82 °in
15-3-2012:12:00,84,75,74,N,13,0,29.80 °in
15-3-2012:13:00,86,75,70,NNE,21,0,29.78 °in
15-3-2012:14:00,86,75,70,NNE,17,0,29.75 °in
15-3-2012:15:00,84,73,70,N,21,0,29.74 °in
15-3-2012:16:00,86,75,70,N,6,0,29.72 °in
15-3-2012:17:00,84,73,70,NE,13,0,29.72 °in
15-3-2012:18:00,81,73,79,NNE,12,0,29.72 °in
15-3-2012:19:00,79,73,83,NE,9,0,29.75 °in
15-3-2012:20:00,79,73,83,NE,7,0,29.76 °in
15-3-2012:21:00,79,73,83,NE,6,0,29.79 °in
15-3-2012:22:00,79,73,83,NE,6,0,29.80 °in
15-3-2012:23:00,79,73,83,NE,7,0,29.79 °in
16-3-2012:00:00,79,73,83,NE,6,0,29.79 °in
16-3-2012:01:00,79,75,89,NE,5,0,29.79 °in
16-3-2012:02:00,79,75,89,VAR,2,0,29.77 °in
16-3-2012:03:00,77,73,89,VAR,2,0,29.73 °in
16-3-2012:04:00,77,73,89,VAR,2,0,29.75 °in
16-3-2012:05:00,77,73,89,VAR,2,0,29.75 °in
16-3-2012:06:00,75,73,94,CALM,0,0,29.77 °in
16-3-2012:07:00,75,73,94,CALM,0,0,29.79 °in
16-3-2012:08:00,79,73,83,ENE,3,0,29.80 °in
16-3-2012:09:00,84,73,70,ESE,7,0,29.84 °in
16-3-2012:10:00,86,73,66,CALM,0,0,29.83 °in
16-3-2012:11:00,86,75,70,NNE,9,0,29.84 °in
16-3-2012:12:00,86,73,66,N,17,0,29.83 °in
16-3-2012:13:00,86,75,70,NNE,17,0,29.81 °in
16-3-2012:14:00,86,75,70,NNE,20,0,29.79 °in
16-3-2012:15:00,86,75,70,NNE,20,0,29.77 °in
16-3-2012:16:00,84,75,74,NNE,12,0,29.75 °in
16-3-2012:17:00,84,75,74,NE,6,0,29.76 °in
16-3-2012:18:00,81,73,79,NE,7,0,29.77 °in
16-3-2012:19:00,79,73,83,NNE,13,0,29.77 °in
16-3-2012:20:00,79,73,83,NE,7,0,29.78 °in
16-3-2012:21:00,79,73,83,NE,7,0,29.82 °in
16-3-2012:22:00,79,73,83,NNE,6,0,29.83 °in
16-3-2012:23:00,79,73,83,NNE,8,0,29.85 °in
17-3-2012:00:00,79,73,83,NNE,6,0,29.84 °in
17-3-2012:01:00,79,73,83,ENE,5,0,29.84 °in
17-3-2012:02:00,79,73,83,NE,5,0,29.83 °in
17-3-2012:03:00,79,73,83,NNE,5,0,29.81 °in
17-3-2012:04:00,77,72,83,NE,5,0,29.79 °in
17-3-2012:05:00,77,73,89,NNE,7,0,29.80 °in
17-3-2012:06:00,77,73,89,CALM,0,0,29.82 °in
17-3-2012:07:00,77,75,94,E,6,0,29.84 °in
17-3-2012:08:00,79,73,83,ENE,6,0,29.86 °in
17-3-2012:09:00,82,73,74,E,3,0,29.89 °in
17-3-2012:10:00,88,75,66,VAR,2,0,29.91 °in
17-3-2012:11:00,84,77,79,NW,8,0,29.89 °in
17-3-2012:12:00,86,77,74,N,10,0,29.87 °in
